     91   0.00273836
     94   0.00271174
     96    0.0027492
     98   0.00276799
    100   0.00278752
    102   0.00280823
    104   0.00282987
    106   0.00285221
    108   0.00287577
    110   0.00293354
    114   0.00295004
    118   0.00297545
    121   0.00303654
    125   0.00303381
    127   0.00306956
    128   0.00312571
    131   0.00310066
    132   0.00315626
    134   0.00318289
    137   0.00321247
    140   0.00325818
    143   0.00332062
    147   0.00336899
    151   0.00343426
    155   0.00350186
    159   0.00355563
    162   0.00364513
    166   0.00371205
    170   0.00378034
    173   0.00387938
    177   0.00393606
    180   0.00400443
    182   0.00410344
    186   0.00418245
    191   0.00424765
    194   0.00436613
    198   0.00444215
    202   0.00451998
    205   0.00464539
    210   0.00475418
    216   0.00485584
    220   0.00497864
    223   0.00509692
    227    0.0089945
    230      0.03631
    234    0.0388902
    240    0.0372263
    246    0.0357081
    252    0.0343088
    257    0.0332261
    260    0.0325858
    264    0.0318125
    269    0.0307463
    274    0.0297007
    279    0.0286197
    284    0.0278238
    290    0.0268209
    296    0.0257443
    301    0.0248884
    308    0.0238683
    318    0.0224105
    328    0.0210141
    338    0.0196765
    348    0.0185007
    357    0.0177942
    366    0.0173189
    375    0.0165071
    385    0.0155047
    395    0.0151398
    405    0.0147451
    414    0.0141109
    422    0.0134209
    430    0.0128724
    441    0.0124234
    451    0.0118991
    460    0.0112538
    470    0.0107796
    480    0.0104341
    490    0.0098812
    500     0.009675
    506   0.00938531
    512   0.00965217
    520   0.00931483
    530   0.00878229
    540   0.00813936
    550   0.00778754
    560   0.00785195
    570    0.0077772
    580   0.00750944
    590   0.00722445
    600   0.00675319
    610   0.00644999
    620   0.00649542
    630   0.00625279
    640   0.00617643
    650   0.00593239
    658   0.00569178
    665    0.0057156
    675   0.00558352
    685   0.00527678
    695   0.00520948
    705   0.00490032
    716   0.00494978
    726   0.00486879
    735   0.00474317
    745   0.00456762
    755   0.00439978
    765    0.0041752
    775   0.00414221
    785   0.00395735
    795   0.00392274
    805   0.00387331
    815   0.00378863
    825   0.00367355
    835   0.00342341
    845   0.00347358
    855   0.00340215
    865   0.00335443
    875   0.00328781
    885   0.00321321
    895   0.00314192
    905   0.00335307
    915   0.00525401
    925   0.00714553
    935      0.00887
    945    0.0102661
    955    0.0110971
    965    0.0108776
    975   0.00770946
    985   0.00916203
    995   0.00934498
   1005     0.010188
   1015    0.0101672
   1025   0.00877203
   1035   0.00960472
   1045    0.0110821
   1055    0.0108018
   1065   0.00982449
   1075   0.00991186
   1085   0.00936604
   1095   0.00991749
   1105   0.00970496
   1115   0.00938112
   1125   0.00879584
   1135   0.00939139
   1145   0.00921015
   1155   0.00908077
   1165   0.00864817
   1175   0.00726373
   1185   0.00814167
   1195   0.00764767
   1205   0.00697341
1208.72   0.00610417
 1208.8   0.00639978
1208.87   0.00637997
1208.94   0.00635873
1209.02   0.00632446
1209.09   0.00629997
1209.16     0.006289
1209.23   0.00626295
1209.31   0.00621722
1209.38   0.00618716
1209.45   0.00615478
1209.53   0.00609566
 1209.6   0.00605837
1209.67   0.00601816
1209.75     0.005942
1209.82   0.00589567
1209.89   0.00588822
1209.96   0.00583994
1210.04   0.00574097
1210.11   0.00568691
1210.18   0.00562855
1210.26   0.00550254
1210.33   0.00543624
 1210.4   0.00544498
1210.47   0.00537816
1210.55   0.00521943
1210.62   0.00514543
1210.69   0.00506585
1210.77   0.00486986
1210.84   0.00478257
1210.91   0.00468915
1210.99   0.00445001
1211.06   0.00435068
1211.13   0.00441736
 1211.2   0.00432108
1211.28   0.00403344
1211.35   0.00393116
1211.42   0.00382253
 1211.5   0.00348162
1211.57   0.00336791
1211.64   0.00324809
1211.72    0.0028498
1211.79    0.0027261
1211.86   0.00291927
1211.93   0.00281384
1212.01   0.00236386
1212.08   0.00225558
1212.15   0.00214246
1212.23    0.0016287
 1212.3   0.00151932
1212.37   0.00185937
1212.44   0.00177729
1212.52   0.00121399
1212.59   0.00112719
1212.66   0.00104991
1212.74  0.000433424
1212.81  0.000354221
1212.88  0.000284871
1212.96 -0.000370025
1213.03 -0.000431057
 1213.1  0.000149896
1213.17   0.00012193
1213.25 -0.000566925
1213.32 -0.000593842
1213.39 -0.000606895
1213.47  -0.00131989
1213.54  -0.00132913
1213.61  -0.00132435
1213.69  -0.00203762
1213.76  -0.00201805
1213.83  -0.00125242
 1213.9  -0.00121475
1213.98  -0.00192284
1214.05  -0.00188448
1214.12  -0.00183154
 1214.2  -0.00251675
1214.27  -0.00246249
1214.34  -0.00167202
1214.41  -0.00161441
1214.49  -0.00226777
1214.56  -0.00220589
1214.63  -0.00213319
1214.71  -0.00272011
1214.78   -0.0026621
1214.85   -0.0025943
1214.93  -0.00302348
   1215  -0.00288378
1215.07   -0.0023781
1215.14  -0.00240846
1215.22   -0.0028298
1215.29  -0.00278965
1215.36  -0.00275276
1215.44     -0.00307
1215.51  -0.00303766
1215.58   -0.0030056
1215.66  -0.00320575
1215.73  -0.00318481
 1215.8  -0.00305218
1215.87  -0.00309486
1215.95  -0.00319588
1216.02  -0.00324257
1216.09  -0.00329726
1216.17  -0.00326391
1216.24  -0.00332366
1216.31  -0.00357669
1216.38  -0.00369134
1216.46  -0.00355818
1216.53  -0.00367989
 1216.6  -0.00379685
1216.68  -0.00353844
1216.75  -0.00365326
1216.82  -0.00376739
 1216.9  -0.00339363
1216.97  -0.00350226
1217.04   -0.0041691
1217.11  -0.00430093
1217.19  -0.00383725
1217.26  -0.00396289
1217.33  -0.00407402
1217.41  -0.00352105
1217.48  -0.00363319
1217.55  -0.00372914
1217.63  -0.00309641
 1217.7  -0.00317628
1217.77  -0.00398782
1217.84  -0.00405046
1217.92  -0.00336562
1217.99    -0.003416
1218.06  -0.00344686
1218.14  -0.00272585
1218.21  -0.00274555
1218.28  -0.00348488
1218.35  -0.00347603
1218.43  -0.00273529
 1218.5  -0.00270525
1218.57   -0.0026559
1218.65  -0.00190806
1218.72  -0.00184887
1218.79  -0.00177403
1218.87  -0.00104495
1218.94 -0.000963882
1219.01  -0.00147972
1219.08   -0.0013635
1219.16 -0.000661585
1219.23 -0.000534446
 1219.3 -0.000397077
1219.38  0.000266814
1219.45  0.000403871
1219.52  0.000548536
 1219.6   0.00115923
1219.67   0.00129954
1219.74   0.00102864
1219.81   0.00119544
1219.89   0.00175229
1219.96    0.0019204
1220.03   0.00208184
1220.11   0.00257297
1220.18   0.00272822
1220.25   0.00259445
1220.32   0.00276473
 1220.4   0.00319906
1220.47   0.00336293
1220.54   0.00351875
1220.62   0.00389129
1220.69   0.00403872
1220.76   0.00417806
1220.84   0.00449356
1220.91    0.0046237
1220.98   0.00459598
1221.05   0.00472564
1221.13   0.00498726
 1221.2   0.00510785
1221.27   0.00522095
1221.35   0.00543604
1221.42   0.00553875
1221.49   0.00563461
1221.57   0.00580961
1221.64   0.00589588
1221.71   0.00590917
1221.78   0.00599251
1221.86   0.00613119
1221.93   0.00620467
   1222   0.00627299
1222.08    0.0063828
1222.15   0.00644383
1222.22   0.00646529
1222.29   0.00652267
1222.37   0.00660745
1222.44   0.00665758
1222.51   0.00670426
1222.59    0.0067709
1222.66   0.00681167
1222.73   0.00684985
1222.81   0.00690219
1222.88   0.00693562
1222.95   0.00695452
1223.02   0.00698567
 1223.1   0.00702559
1223.17   0.00705301
1223.24   0.00803945
   1225   0.00937854
   1235   0.00994865
   1245    0.0102047
   1255    0.0101484
   1265    0.0100813
   1275    0.0107743
   1285    0.0110716
   1295    0.0104751
   1305    0.0102908
   1315    0.0112083
   1325     0.011253
   1335    0.0109503
   1345    0.0116081
   1355    0.0114764
   1365    0.0110577
   1375    0.0111561
   1385    0.0109459
   1395    0.0101358
   1405    0.0100489
   1415    0.0107317
   1425    0.0109518
   1435    0.0109463
   1442    0.0113307
   1447    0.0117806
   1455    0.0116455
